nibs-gsin,bpr-opi,gsin-description_en,gsin-description_fr,gsin-code-status_en,gsin-code-status_fr,date-file-published
N9515B,"[""HS""]","STEEL SHEET","Feuille en acier",Active,Actif,"2023-02-27 22:50:03"
N9530H,"[""HS""]","ALUMINUM, BARS AND RODS","Aluminium, barres et tiges",Active,Actif,"2023-02-27 22:50:03"
N9535,"[""HS""]","Plates, Sheet, Strip and Foil, Nonferrous Base Metal","Plaques, feuilles, rubans et lames, en métaux non ferreux",Active,Actif,"2023-02-27 22:50:03"
N9535A,"[""HS""]","ALUMINUM SHEET","Feuilles d'aluminium",Active,Actif,"2023-02-27 22:50:03"
N9535E,"[""HS""]","LEAD ALLOY SHEET","Feuille en alliage de plomb",Active,Actif,"2023-02-27 22:50:03"
N9535F,"[""HS""]","SHEET, NICKEL, MONEL, INCONEL AND INCOLOY","Feuille, nickel, monel, inconel et incoloy",Active,Actif,"2023-02-27 22:50:03"
N9540,"[""HS""]","Structural Shapes, Nonferrous Base Metal","Profiles, en métaux non ferreux",Active,Actif,"2023-02-27 22:50:03"
N9540A,"[""HS""]","ALUMINUM ANGLES, CHANNELS AND SECTIONS","Angles en aluminium, cannelures et sections",Active,Actif,"2023-02-27 22:50:03"
N9520B,"[""HS""]","STEEL ANGLES","Angles en acier",Active,Actif,"2023-02-27 22:50:03"
N9520D,"[""HS""]","STEEL, STRUCTURAL","Acier, de construction",Active,Actif,"2023-02-27 22:50:03"
N9520E,"[""HS""]","STEEL SECTION, ROLL FORMED, (SPECIAL SHAPES)","Section en acier, en rouleau (formes spéciales)",Active,Actif,"2023-02-27 22:50:03"
N9525,"[""HS""]","Wire, Nonelectrical, Nonferrous Base Metal","Fils, non électriques, en métal non ferreux",Active,Actif,"2023-02-27 22:50:03"
N9525A,"[""HS""]","WIRE, ALUMINUM","Fil en aluminium",Active,Actif,"2023-02-27 22:50:03"
N9525D,"[""HS""]","WIRE, COPPER","Fil en cuivre",Active,Actif,"2023-02-27 22:50:03"
N9530,"[""HS""]","Bars and Rods, Nonferrous Base Metal","Barres et ronds, en métaux non ferreux",Active,Actif,"2023-02-27 22:50:03"
N9530A,"[""HS""]","COPPER AND BRASS ROD","Baguette en cuivre et en laiton",Active,Actif,"2023-02-27 22:50:03"
N9530E,"[""HS""]","BAR, NICKEL, MONEL, INCONEL AND INCOLOY","Barre, nickel, monel, inconel et incoloy",Active,Actif,"2023-02-27 22:50:03"
N9540C,"[""HS""]","EXTRUSION ALUMINUM","Aluminium de refoulage",Active,Actif,"2023-02-27 22:50:03"
N9540E,"[""HS""]","SECTION, ROLL FORMED (SPECIAL SHAPES) NONFERROUS METAL","Section, en rouleau (formes spéciales) en métal non ferreux",Active,Actif,"2023-02-27 22:50:03"
N9545,"[""HS""]","Plates, Sheet, Strip, Foil and Wire, Precious Metal","Plaques, feuilles, rubans, lames et fils, en métaux précieux",Active,Actif,"2023-02-27 22:50:03"
N9545B,"[""HS""]","PLATES, SHEET, STRIP, FOIL AND WIRE, PRECIOUS METAL (N.E.S.)","Plaque, feuille, ruban, papier et fil, en métal précieux non classifiés ailleurs",Active,Actif,"2023-02-27 22:50:03"
N9610,"[""HS""]",Ores,Minéraux,Active,Actif,"2023-02-27 22:50:03"
N9620,"[""HS""]","Minerals, Natural and Synthetics","Minéraux, naturels et synthétiques",Active,Actif,"2023-02-27 22:50:03"
N9630,"[""HS""]","Additive Metal Materials","Métaux additifs",Active,Actif,"2023-02-27 22:50:03"
N9640,"[""HS""]","Iron and Steel Primary and Semifinished Products","Produits primaires et semi-finis, en fer et en acier",Active,Actif,"2023-02-27 22:50:03"
N9905H,"[""HS""]",PLAQUES,Plaques,Active,Actif,"2023-02-27 22:50:03"
N9905J,"[""HS""]",PLATES,Plaques,Active,Actif,"2023-02-27 22:50:03"
N9660,"[""HS""]","Precious Metals, Primary Forms","Formes primaires de métaux précieux",Active,Actif,"2023-02-27 22:50:03"
N9670,"[""HS""]","Iron and Steel Scrap","Déchets de fer et d'acier",Active,Actif,"2023-02-27 22:50:03"
N9680,"[""HS""]","Nonferrous Metal Scrap","Déchets de métal non ferreux",Active,Actif,"2023-02-27 22:50:03"
N9905,"[""HS""]","Signs and Identification Plates","Enseignes et plaques d'identification",Active,Actif,"2023-02-27 22:50:03"
N9905MB,"[""HS""]","TAGS, METAL","Étiquettes, métal",Active,Actif,"2023-02-27 22:50:03"
N9905MD,"[""HS""]","TAGS, PLASTIC, LAMINATED, PRINTED, FISH IDENTIFICATION","Étiquettes en plastique, laminées, imprimées, identification du poisson",Active,Actif,"2023-02-27 22:50:03"
N9905N,"[""HS""]","TITLE LETTERS, PHOTOGRAPHIC","Lettres titre, photograhiques",Active,Actif,"2023-02-27 22:50:03"
N9905P,"[""HS""]","ADVERTISING DISPLAYS","Étalages publicitaires",Active,Actif,"2023-02-27 22:50:03"
N9905K,"[""HS""]",SIGNS,Écriteaux,Active,Actif,"2023-02-27 22:50:03"
N9905KP,"[""HS""]","SIGNS, PLASTIC (N.E.S.)","Écriteaux, plastique (N.E.A.)",Active,Actif,"2023-02-27 22:50:03"
N9925,"[""HS""]","Ecclesiastical Equipment, Furnishings and Supplies","Ameublement et articles de cultes",Active,Actif,"2023-02-27 22:50:03"
N9930,"[""HS""]","Memorials, Cemeterial and Mortuary Equipment and Supplies","Monuments, matériel et articles funéraires",Active,Actif,"2023-02-27 22:50:03"
N9930A,"[""HS""]","GRAVE MARKERS, BRONZE, FLAT","Plaques commémoratives, plates en bronze",Active,Actif,"2023-02-27 22:50:03"
N9930D,"[""HS""]","Caskets, Burial",Cercueils,Active,Actif,"2023-02-27 22:50:03"
N9905Q,"[""HS""]","ADVERTISING AND PROMOTIONAL BALLOONS","Ballons publicitaires et promotionnels",Active,Actif,"2023-02-27 22:50:03"
N9905QA,"[""HS""]","MARKER, CONE SHAPE, MAGNETIC BASE","Tube marqueur, en forme de cône, base aimantée",Active,Actif,"2023-02-27 22:50:03"
N9905R,"[""HS""]","Nameplates, Dials, etc.","Plaques nominatives, cadrans, etc.,",Active,Actif,"2023-02-27 22:50:03"
N9905S,"[""HS""]","DISPLAY FORMS, MANNEQUIN","Présentoirs, mannequin",Active,Actif,"2023-02-27 22:50:03"
N9915,"[""HS""]","Collectors Items","Articles de collectionneurs",Active,Actif,"2023-02-27 22:50:03"
N9920,"[""HS""]","Smokers, Articles and Matches","Articles de fumeurs et allumettes",Active,Actif,"2023-02-27 22:50:03"
R008B,"[""HS""]","Mobility Equipment Minor Engineering Tasks (MEMET) related to vehicular equipment","Travaux techniques mineurs pour équipement mobile reliés aux véhicules",Active,Actif,"2023-02-27 22:50:03"
WL2340,"[""HS""]","MOTORCYCLES, MOTOR SCOOTERS AND BICYCLES - LEASING","Motocyclettes, vélomoteurs et bicyclettes - location à bail",Active,Actif,"2023-02-27 22:50:03"
WL2410,"[""HS""]","TRACTORS, FULL TRACK, LOW SPEED, LEASING OF EQUIPMENT","Tracteurs à chenille, lents - location (à bail)",Active,Actif,"2023-02-27 22:50:03"
WL2420,"[""HS""]","TRACTORS, WHEELED - LEASING","Tracteurs sur roues - location à bail",Active,Actif,"2023-02-27 22:50:03"
WL2610,"[""HS""]","TIRES AND TUBES, PNEUMATIC, EXCEPT AIRCRAFT - LEASING","Pneumatiques et chambres à air, sauf pour aéronefs - location à bail",Active,Actif,"2023-02-27 22:50:03"
WL3720,"[""HS""]","HARVESTING EQUIPMENT - LEASING","Équipements pour moissonner - location à bail",Active,Actif,"2023-02-27 22:50:03"
WL3805,"[""HS""]","EARTHMOVING AND EXCAVATING EQUIPMENT - LEASING","Équipement de terrassement et d'excavation - location à bail",Active,Actif,"2023-02-27 22:50:03"
WL3810,"[""HS""]","CRANES AND CRANE SHOVELS - LEASING","Grues et pelles-grues - location à bail",Active,Actif,"2023-02-27 22:50:03"
WL3820,"[""HS""]","MINING, ROCK DRILLING, EARTH BORING AND ASSOCIATED EQUIPMENT - LEASING","Équipement de minage, de forage, de sondage et autres matériaux - location à bail",Active,Actif,"2023-02-27 22:50:03"
WL3895,"[""HS""]","MISCELLANEOUS CONSTRUCTION EQUIPMENT - LEASING","Équipement divers pour travaux de construction - location à bail",Active,Actif,"2023-02-27 22:50:03"
WL3910,"[""HS""]","CONVEYORS - LEASING","Appareils transporteurs - location",Active,Actif,"2023-02-27 22:50:03"
WL3920,"[""HS""]","MATERIALS HANDLING EQUIPMENT/NON SELF PROPELLED - LEASING","Équipements pour la manutention à bras des matériels - location à bail",Active,Actif,"2023-02-27 22:50:03"
WL3930,"[""HS""]","WAREHOUSE TRUCKS AND TRACTORS, SELF-PROPELLED - LEASING","Camions et tracteurs automoteurs, d'entrepôts - location",Active,Actif,"2023-02-27 22:50:03"
WL3990,"[""HS""]","MATERIALS HANDLING EQUIPMENT, MISCELLANEOUS - LEASING","Équipement général pour la manutention du matériel - location à bail",Active,Actif,"2023-02-27 22:50:03"
WR1730,"[""HS""]","AIRCRAFT GROUND SERVICING EQUIPMENT - RENTAL","Matériel de services au sol des aéronefs - location",Active,Actif,"2023-02-27 22:50:03"
WR2240,"[""HS""]","LOCOMOTIVE AND RAIL CAR ACCESSORIES AND COMPONENTS - RENTAL","Parties constitutives des locomotives, des wagons et les accessoires - location",Active,Actif,"2023-02-27 22:50:03"
WL7920,"[""HS""]","BROOMS, BRUSHES, MOPS AND SPONGES - LEASING","Balais, brosses, balais à franges et éponges - location à bail",Active,Actif,"2023-02-27 22:50:03"
WL8120,"[""HS""]","COMMERCIAL AND INDUSTRIAL GAS CYLINDERS - LEASING","Bouteilles à gaz commerciales et industrielles - location à bail",Active,Actif,"2023-02-27 22:50:03"
WL8145,"[""HS""]","SPECIALIZED SHIPPING AND STORAGE CONTAINERS - LEASING","Conteneurs spéciaux pour le transport et le stockage - location à bail",Active,Actif,"2023-02-27 22:50:03"
WL9905,"[""HS""]","Signs and Identification Plates - Leasing","Enseignes et plaques d'identification - location à bail",Active,Actif,"2023-02-27 22:50:03"
WR2430,"[""HS""]","TRACTORS, TRACK LAYING, HIGH SPEED - RENTAL","Tracteurs à chenilles, rapides - location",Active,Actif,"2023-02-27 22:50:03"
WR2610,"[""HS""]","TIRES AND TUBES, PNEUMATIC, EXCEPT AIRCRAFT - RENTAL","Pneumatiques et chambres à air, sauf pour aéronefs - location",Active,Actif,"2023-02-27 22:50:03"
WR2895,"[""HS""]","MISCELLANEOUS ENGINES AND COMPONENTS - RENTAL","Moteurs divers et composants - location",Active,Actif,"2023-02-27 22:50:03"
WR3030,"[""HS""]","BELTING, DRIVE BELTS, FAN BELTS AND ACCESSORIES - RENTAL","Courroies de transmissions, courroies de commande, courroies de ventilateurs et accessoires - location",Active,Actif,"2023-02-27 22:50:03"
WR2340,"[""HS""]","MOTORCYCLES, MOTOR SCOOTERS AND BICYCLES - RENTAL","Motocyclettes, vélomoteurs et bicyclettes - location",Active,Actif,"2023-02-27 22:50:03"
WR2350A,"[""HS""]","SNOWMOBILE - RENTAL","Autoneige (motoneige) - location",Active,Actif,"2023-02-27 22:50:03"
WR2410,"[""HS""]","TRACTORS, FULL-TRACK, LOW SPEED - RENTAL","Tracteurs à chenilles, lents - location",Active,Actif,"2023-02-27 22:50:03"
WR2420,"[""HS""]","TRACTORS WHEELED - RENTAL","Tracteurs sur roues - location",Active,Actif,"2023-02-27 22:50:03"
WR3710,"[""HS""]","SOIL PREPARATION EQUIPMENT - RENTAL","Équipement pour la préparation du sol - location",Active,Actif,"2023-02-27 22:50:03"
WR3720,"[""HS""]","HARVESTING EQUIPMENT - RENTAL","Équipements pour moissonner - location",Active,Actif,"2023-02-27 22:50:03"
WR3750,"[""HS""]","GARDENING IMPLEMENTS AND TOOLS - RENTAL","Instruments et outils de jardinage - location",Active,Actif,"2023-02-27 22:50:03"
WR3805,"[""HS""]","EARTHMOVING AND EXCAVATING EQUIPMENT - RENTAL","Équipement de terrassement et d'excavation - location",Active,Actif,"2023-02-27 22:50:03"
WR3805B,"[""HS""]","EXCAVATOR, HYDRAULIC, CRAWLER MOUNTED - RENTAL","Excavatrice hydraulique, montée sur tracteur à chenilles - location",Active,Actif,"2023-02-27 22:50:03"
WR3805C,"[""HS""]","LOADERS, FRONT END - RENTALS","Chargeuses, frontales - location",Active,Actif,"2023-02-27 22:50:03"
WR3805D,"[""HS""]","EARTH AND ROCK HAULING TRUCKS AND TRAILERS - RENTAL","Camions et remorques pour le transport de terre et de pierres - location",Active,Actif,"2023-02-27 22:50:03"
WR3810,"[""HS""]","CRANES AND CRANE SHOVELS - RENTAL","Grues et pelles de grues - location",Active,Actif,"2023-02-27 22:50:03"
WR3825,"[""HS""]","ROAD CLEARING AND CLEANING EQUIPMENT - RENTALS","Équipement pour le déblaiement et le nettoyage des routes - location",Active,Actif,"2023-02-27 22:50:03"
WR3830,"[""HS""]","TRUCK AND TRACTOR ATTACHMENTS - RENTAL","Dispositifs annexés pour camions et tracteurs - location",Active,Actif,"2023-02-27 22:50:03"
WR3895,"[""HS""]","MISCELLANEOUS CONSTRUCTION EQUIPMENT - RENTAL","Équipement divers pour travaux de construction - location",Active,Actif,"2023-02-27 22:50:03"
WR3910,"[""HS""]","CONVEYORS - RENTAL","Appareils transporteurs - location",Active,Actif,"2023-02-27 22:50:03"
WR3920,"[""HS""]","MATERIALS HANDLING EQUIPMENT/NON SELF PROPELLED - RENTAL","Équipements pour la manutention à bras des matériels - location",Active,Actif,"2023-02-27 22:50:03"
WR3930,"[""HS""]","WAREHOUSE TRUCKS AND TRACTORS, SELF-PROPELLED - RENTAL","Camions et tracteurs automoteurs, d'entrepôts - location",Active,Actif,"2023-02-27 22:50:03"
WR3930A,"[""HS""]","TRUCK, FORKLIFT - RENTAL","Chariot, élévateur, à fourche - location",Active,Actif,"2023-02-27 22:50:03"
WR3930AA,"[""HS""]","TRUCK, FORKLIFT, ELECTRIC, NARROW AISLE - RENTAL","Chariot, élévateur à fourche, électrique, rang étroit - location",Active,Actif,"2023-02-27 22:50:03"
WR3950,"[""HS""]","WINCHES, HOISTS, CRANES, AND DERRICKS - RENTAL","Treuils, monte-charge, grues et tours (""derricks"") - location",Active,Actif,"2023-02-27 22:50:03"
WR3960,"[""HS""]","ELEVATORS AND ESCALATORS - RENTAL","Ascenseurs et élévateurs - location",Active,Actif,"2023-02-27 22:50:03"
WR3990,"[""HS""]","MATERIALS HANDLING EQUIPMENT, MISCELLANEOUS - RENTAL","Équipement général pour la manutention du matériel - location",Active,Actif,"2023-02-27 22:50:03"
WR4910,"[""HS""]","MOTOR VEHICLE MAINTENANCE AND REPAIR SHOP SPECIALIZED EQUIPMENT - RENTAL","Équipement spécialisé pour atelier de réparations et d'entretien de véhicules-moteur, location",Active,Actif,"2023-02-27 22:50:03"
WR4930,"[""HS""]","LUBRICATION AND FUEL DISPENSING EQUIPMENT - RENTAL","Équipement de lubrification et de distribution de carburant - location",Active,Actif,"2023-02-27 22:50:03"
WR4940,"[""HS""]","MAINTENANCE AND REPAIR SHOP SPECIALIZED EQUIPMENT, MISCELLANEOUS - RENTAL","Équipement spécialisé divers pour ateliers de réparation et d'entretien - location",Active,Actif,"2023-02-27 22:50:03"
WR7910,"[""HS""]","FLOOR POLISHERS AND VACUUM CLEANING EQUIPMENT - RENTAL","Cireuses à parquets et aspirateurs de poussière - location",Active,Actif,"2023-02-27 22:50:03"
WR7920,"[""HS""]","BROOMS, BRUSHES, MOPS AND SPONGES - RENTAL","Balais, brosses, balais à franges et éponges - location",Active,Actif,"2023-02-27 22:50:03"
WR8120,"[""HS""]","COMMERCIAL AND INDUSTRIAL GAS CYLINDERS - RENTAL","Bouteilles à gaz commerciales et industrielles - location",Active,Actif,"2023-02-27 22:50:03"
WR8135,"[""HS""]","PACKAGING AND PACKING BULK MATERIALS - RENTAL","Matériaux d'empaquetage et d'emballage, en vrac - location",Active,Actif,"2023-02-27 22:50:03"
WR8145,"[""HS""]","SPECIALIZED SHIPPING AND STORAGE CONTAINERS - RENTAL","Conteneurs spéciaux pour le transport et le stockage - location",Active,Actif,"2023-02-27 22:50:03"
WR9905,"[""HS""]","SIGNS AND IDENTIFICATION PLATES - RENTAL","Enseignes et plaques d'identification - location",Active,Actif,"2023-02-27 22:50:03"
N8110,"[""HS""]","Drums and Cans","Fûts et bidons",Active,Actif,"2023-02-27 22:50:03"
N2340,"[""HS""]","Motorcycles, Motor Scooters and Bicycles","Motocyclettes, vélomoteur et bicyclettes",Active,Actif,"2023-02-27 22:50:03"
N9650,"[""HS""]","Nonferrous Base Metal Refinery and Intermediate Forms","Métaux non ferreux en lingots ou en formes intermédiaires",Active,Actif,"2023-02-27 22:50:03"
N8150A,"[""HS""]","Containers, Freight","Conteneurs de fret",Active,Actif,"2023-02-27 22:50:03"
N8150,"[""HS""]","Freight Containers","Conteneurs de fret",Active,Actif,"2023-02-27 22:50:03"
JD2310,"[""HP""]","PASSENGER MOTOR VEHICLES - PRODUCTION DESIGN","Véhicules à moteur de tourisme - dessin de production",Active,Actif,"2023-02-27 22:50:03"
JD2320,"[""HP""]","TRUCKS AND TRUCK TRACTORS, WHEELED - PRODUCTION DESIGN","Camions et tracteurs routiers pour semi-remorques, sur roues - dessin de production",Active,Actif,"2023-02-27 22:50:03"
JI9330,"[""HP""]","Plastics Fabricated Materials - Installation","Matières usinées, en matière plastique - installation",Active,Actif,"2023-02-27 22:50:03"
JX2310,"[""HP""]","Passenger Motor Vehicles - Repair","Véhicules à moteur de tourisme - réparation",Active,Actif,"2023-02-27 22:50:03"
JX2310C,"[""HP""]","Passenger Motor Vehicles - Repair and Overhaul - Ford Motors","Véhicules à moteur de tourisme - réparation et révision - Ford Motors",Active,Actif,"2023-02-27 22:50:03"
JX2310D,"[""HP""]","Passenger Motor Vehicles - Repair and Overhaul - General Motors","Véhicules à moteur de tourisme - réparation et révision - General Motors",Active,Actif,"2023-02-27 22:50:03"
JX2310E,"[""HP""]","Buses, Repairs and Service","Autobus - réparations et service",Active,Actif,"2023-02-27 22:50:03"
JX2310F,"[""HP""]","Ambulances, Repair and Overhaul","Ambulances, réparation et révision",Active,Actif,"2023-02-27 22:50:03"
JX2320A,"[""HP""]","Vehicles, Wheeled, Standard Military Pattern - Repair and Overhaul","Véhicules, sur roues, modèle militaire standard - réparation et révision",Active,Actif,"2023-02-27 22:50:03"
JX2330,"[""HP""]","Trailers - Repair","Remorques et semi-remorques - réparation",Active,Actif,"2023-02-27 22:50:03"
JX2330A,"[""HP""]","Trailers, Repairs and Service","Remorques - réparations et service",Active,Actif,"2023-02-27 22:50:03"
JX3110,"[""HP""]","Bearings, Antifriction, Unmounted - Repair","Roulements nus - réparation",Active,Actif,"2023-02-27 22:50:03"
JX3130,"[""HP""]","Bearings, Mounted - Repair","Roulements et paliers équipes - réparation",Active,Actif,"2023-02-27 22:50:03"
JX4210B,"[""HP""]","Truck, Firefighting - Repair","Camion de lutte contre l'incendie - réparation",Active,Actif,"2023-02-27 22:50:03"
JX4310AA,"[""HP""]","Compressors - Repair, Overhaul, Modification and Maintenance (except Marine)","Compresseurs - réparation, révision, modification et entretien sauf marin",Active,Actif,"2023-02-27 22:50:03"
JX4110A,"[""HP""]","Refrigeration Equipment - Repair and Overhaul","Équipement de réfrigération - réparation et révision",Active,Actif,"2023-02-27 22:50:03"
JX4120,"[""HP""]","Air Conditioning Equipment - Repair and Overhaul","Équipement de climatisation - réparation et révision",Active,Actif,"2023-02-27 22:50:03"
JX4120A,"[""HP""]","Air Conditioning Equipment, Industrial - Repair","Équipement de climatisation industriel - réparation",Active,Actif,"2023-02-27 22:50:03"
JX4810,"[""HP""]","Valve, Powered - Repair and Overhaul","Soupape et robinet, à commande mécanique - réparation et révision",Active,Actif,"2023-02-27 22:50:03"
JX4820,"[""HP""]","Valves, Non-Powered - Repair and Overhaul","Soupapes et robinets, à commande directe - réparation et révision",Active,Actif,"2023-02-27 22:50:03"
JX4320A,"[""HP""]","Pumps, Repair, Overhaul, Modification and Maintenance","Pompes - réparation, révision, modification et entretien",Active,Actif,"2023-02-27 22:50:03"
JX4320B,"[""HP""]","Pump, Hydraulic - Repair","Pompe hydraulique - réparation",Active,Actif,"2023-02-27 22:50:03"
JX4320C,"[""HP""]","Pumps, Submersible or Floating - Repair and Overhaul","Pompes, submersibles ou flottantes - réparation et révision",Active,Actif,"2023-02-27 22:50:03"
JX4330,"[""HP""]","Centrifugals, Separators and Pressure and Vacuum Filters - Repair","Centrifugeurs, séparateurs et filtres à pression et à dépression - réparation",Active,Actif,"2023-02-27 22:50:03"
JX5220,"[""HP""]","Inspection Gages and Precision Layout Tools - Repair","Jauges de contrôle et instruments de précision - réparation",Active,Actif,"2023-02-27 22:50:03"
JX5280,"[""HP""]","Sets, Kits and Outfits of Measuring Tools - Repair","Ensembles, jeux et trousses d'instruments de mesure et de vérification - réparation",Active,Actif,"2023-02-27 22:50:03"
JX4820AB,"[""HP""]","Valves, Hydraulic - Repair","Valves hydrauliques - réparation",Active,Actif,"2023-02-27 22:50:03"
JX5110,"[""HP""]","Hand Tools, Edged, Non-powered - Repair","Outils à main tranchants, sans moteur - réparation",Active,Actif,"2023-02-27 22:50:03"
JX5120,"[""HP""]","Hand Tools, Nonedged, Nonpowered - Repair","Outils à main, non tranchants, sans moteur - réparation",Active,Actif,"2023-02-27 22:50:03"
JX5130,"[""HP""]","Hand Tools, Power-Driven - Repair","Outils à main, à moteur - réparation",Active,Actif,"2023-02-27 22:50:03"
JX5133,"[""HP""]","Drill Bits, Counterbores and Countersinks, Hand and Machine - Repair","Mèches et forêts, fraises à chanfreiner, fraises à lamer, à main et machines-outils - réparation",Active,Actif,"2023-02-27 22:50:03"
JX5136,"[""HP""]","Taps, Dies and Collets, Hand and Machine - Repair","Tarauds, matrices et mandrins à main et pour machines - réparation",Active,Actif,"2023-02-27 22:50:03"
JX5210,"[""HP""]","Measuring Tools, Craftsmen - Repair","Instruments de mesure et de vérification pour artisans - réparation",Active,Actif,"2023-02-27 22:50:03"
JX9330,"[""HP""]","Plastics Fabricated Materials - Repair","Matières usinées, en matière plastique - réparation",Active,Actif,"2023-02-27 22:50:03"
JX9330A,"[""HP""]","Plastic Materials, Fiberglass Reinforced, Repairs","Matière plastique, renforcée de fibre de verre, réparations",Active,Actif,"2023-02-27 22:50:03"
JX9350,"[""HP""]","Refractories and Fire Surfacing Materials - Repair","Matières réfractaires et de surface de chauffe - réparations",Active,Actif,"2023-02-27 22:50:03"
N2310,"[""HP""]","Passenger Motor Vehicles","Véhicules à moteur de tourisme",Active,Actif,"2023-02-27 22:50:03"
N2310005,"[""HP""]","Passenger Motor Vehicles - Exported","Véhicules d'exportation à moteur de tourisme",Active,Actif,"2023-02-27 22:50:03"
N2320B,"[""HP""]","Truck, Utility, 4 X 4, Military Configuration","Camion, utilitaire, à 4 roues motrices, configuration militaire",Active,Actif,"2023-02-27 22:50:03"
N2320D,"[""HP""]","Truck and Truck Tractor Wheeled, Diesel, Over 10,000 GVWR (Except Military Configuration)","Camion et tracteur de semi-remorque, sur roues, diesel, PNBV plus de 10,000 lbs, sauf modèle militaire",Active,Actif,"2023-02-27 22:50:03"
N2320DAA,"[""HP""]","Truck, (Dump, Stake, Van) Diesel Powered, to 27,499 lbs. GVWR","Camion, basculant à ridelles, fourgon, diesel, PNBV jusqu'à 27,499 lb",Active,Actif,"2023-02-27 22:50:03"
N2320DAB,"[""HP""]","Trucks (Dump, Stake, Van) Diesel-Powered, 27,500 lbs. GVWR and Up","Camions, à benne basculante, à ridelles, fourgon, diesel, PNBV 27,500 lb et plus",Active,Actif,"2023-02-27 22:50:03"
N2320DDB,"[""HP""]","Truck, Fuel Service, Diesel, 27,500 GVWR and Up","Camion-citerne, Diesel, 27,500 lb et plus",Active,Actif,"2023-02-27 22:50:03"
N2320DFB,"[""HP""]","Truck, Liquid Waste Disposal, Diesel, 27,500 GVWR and Up","Camion, destruction des déchets liquides, diesel, PNBV 27,500 lb et plus",Active,Actif,"2023-02-27 22:50:03"
N2320DGB,"[""HP""]","Truck, Maintenance, Diesel, 27,500 GVWR and Up","Camion, atelier non équipé, PNBV 27,500 lb et plus",Active,Actif,"2023-02-27 22:50:03"
N2310M,"[""HP""]","Passenger Motor Vehicles - Special Vehicles - Buses - Motor Homes","Véhicules à moteur de tourisme, autobus, autocaravanes",Active,Actif,"2023-02-27 22:50:03"
N2310MA,"[""HP""]",Buses,Autobus,Active,Actif,"2023-02-27 22:50:03"
N2310MAA,"[""HP""]","Buses, Highway Type","Autobus, type de route",Active,Actif,"2023-02-27 22:50:03"
N2310MAB,"[""HP""]","Buses, School - Special Type, 5 to 24 Passengers","Autobus, scolaires, type spécial, 5 à 24 passagers",Active,Actif,"2023-02-27 22:50:03"
N2310MAC,"[""HP""]","Buses School, Conventional Type, 25 Passenger and Up","Autobus scolaires, de type conventionnel, 25 passagers et plus",Active,Actif,"2023-02-27 22:50:03"
N2320,"[""HP""]","Trucks and Truck Tractors, Wheeled","Camions et tracteurs de semi-remorques, sur roues",Active,Actif,"2023-02-27 22:50:03"
N2320001,"[""HP""]","Trucks, Commercial, Light Duty (10,000 lbs. GVW or Under)","Camions, commerciaux, service léger, PNBV 10,000 lbs ou moins",Active,Actif,"2023-02-27 22:50:03"
N2320002,"[""HP""]","Camper Type Vehicles","Véhicules de camping",Active,Actif,"2023-02-27 22:50:03"
N2320003,"[""HP""]","Truck, Light, Utility-Line Maintenance","Camion, léger, bâche, entretien des lignes",Active,Actif,"2023-02-27 22:50:03"
N2320GG,"[""HP""]","Truck, Maintenance, Gasoline Powered","Camion, atelier non équipé, à essence",Active,Actif,"2023-02-27 22:50:03"
N2320GH,"[""HP""]","Truck, Refrigeration, Gasoline Powered","Camion, frigorifique, à essence",Active,Actif,"2023-02-27 22:50:03"
N2320GM,"[""HP""]","Truck, Tractor, Gasoline Powered","Camion-tracteur à essence",Active,Actif,"2023-02-27 22:50:03"
N2320GPM,"[""HP""]","Vehicles, All Terrain, Wheeled (6X6) Military Configuration, Diesel Powered","Véhicules tout-terrain, sur roues, 6X6, modèle militaire, à diesel",Active,Actif,"2023-02-27 22:50:03"
N2320GQ,"[""HP""]","Truck, Wrecker, Gasoline Powered","Camion, dépanneuse, à essence",Active,Actif,"2023-02-27 22:50:03"
N2320GR,"[""HP""]","Truck, Equipped with Hydraulic Crane","Camion, équipe d'une grue hydraulique",Active,Actif,"2023-02-27 22:50:03"
N2320GS,"[""HP""]","Truck, Sander (Hopper Body) Gasoline Powered","Camion à essence, épandeur de sable, caisse à trémie",Active,Actif,"2023-02-27 22:50:03"
N2320GT,"[""HP""]","Truck, Aircraft Servicing, Catering","Camion, entretien d'aéronef, approvisionnement",Active,Actif,"2023-02-27 22:50:03"
N2320GU,"[""HP""]","Truck, Equipped with Aerial Bucket","Camion, muni d'une benne élévatrice",Active,Actif,"2023-02-27 22:50:03"
N2320GV,"[""HP""]","Truck, Equipped with Aircraft Boarding Stairs","Camion, muni d'escalier d'embarquement, pour aéronefs",Active,Actif,"2023-02-27 22:50:03"
N2320DJA,"[""HP""]","Truck, Refuse Collection, Diesel, to 27,499 GVWR","Camion, à ordures, diesel, PNBV jusqu'à 27,499 lb",Active,Actif,"2023-02-27 22:50:03"
N2320DJB,"[""HP""]","Truck, Refuse Collection, diesel, 27,500 GVWR and Up","Camion, à ordures, diesel, PNBV 27,500 lb et plus",Active,Actif,"2023-02-27 22:50:03"
N2320DLA,"[""HP""]","Truck, Tanker, Diesel, to 27,499 GVWR","Camion-citerne, diesel, PNBV jusqu'à 27,499 lb",Active,Actif,"2023-02-27 22:50:03"
N2320DMA,"[""HP""]","Truck, Tractor, Diesel, to 27,499 GVWR","Camion-tracteur, diesel, PNBV jusqu'à 27,499 lb",Active,Actif,"2023-02-27 22:50:03"
